label	sampleid	d	arrival	iforderpv_24h	decisionhabit_user	historyvisit_7ordernum	historyvisit_totalordernum	hotelcr	ordercanceledprecent	landhalfhours	ordercanncelednum	commentnums	starprefer	novoters	consuming_capacity	historyvisit_avghotelnum	cancelrate	historyvisit_visit_detailpagenum	delta_price1	price_sensitive	hoteluv	businessrate_pre	ordernum_oneyear	cr_pre	avgprice	lowestprice	firstorder_bu	customereval_pre2	delta_price2	commentnums_pre	customer_value_profit	commentnums_pre2	cancelrate_pre	novoters_pre2	novoters_pre	ctrip_profits	deltaprice_pre2_t1	lowestprice_pre	uv_pre	uv_pre2	lowestprice_pre2	lasthtlordergap	businessrate_pre2	cityuvs	cityorders	lastpvgap	cr	sid	visitnum_oneyear	h
0	48760	2016-05-19	2016-05-19	0	1.0	NULL	6	1.1	0.0	4	1	161	51.4	271	16.0	1.0	939	NULL	87.0	2.0	39.32	0.41	6	1.1	167.0	100.0	3.0	1.5	87.0	492	0.179	454.0	0.38	727.0	834	0.173	0.0	80.0	22.873	21.983	80.0	131264	0.45	56.487	12.133	21012	1.0	313	685	11
1	48761	2016-05-19	2016-05-21	0	3.0	NULL	18	1.1	0.01	0	5	4693	89.2	7375	54.0	4.0	4051	NULL	204.0	26.0	162.167	0.65	18	1.1	503.0	442.0	NULL	4.5	204.0	1127	13.244	1127.0	0.14	2960.0	2960	12.54	-131.0	299.0	224.013	224.013	299.0	32965	0.65	12.193	1.96	4912	1.33	902	1359	0
1	48762	2016-05-19	2016-05-19	0	2.0	2	29	1.07	0.03	0	6	3109	81.6	4368	33.0	2.0	1180	3	-5.0	13.0	63.687	0.57	29	1.14	344.0	378.0	NULL	4.2	-9.0	4237	2.57	1991.0	0.35	3032.0	6935	13.707	-51.0	349.0	67.56	58.511	352.0	5082	0.49	0.707	0.167	6	1.26	223	5193	10
0	48764	2016-05-19	2016-05-23	0	1.0	NULL	3	1.05	1.0	0	3	5204	42.2	6915	17.0	1.0	8030	NULL	-74.0	11.0	684.313	0.37	3	1.03	247.0	111.0	NULL	5.5	-74.0	2916	0.208	2916.0	0.14	4063.0	4063	0.393	118.0	321.0	468.433	468.433	321.0	315404	0.37	17.947	1.293	16318	1.0	20	282	9
0	48765	2016-05-20	2016-05-23	0	1.0	NULL	7	1.04	0.57	0	4	NULL	100.0	97	52.0	1.0	514	NULL	141.0	8.0	65.293	0.2	7	1.03	543.0	500.0	NULL	3.3	178.0	1196	1.041	2014.0	0.36	3029.0	1845	1.04	-34.0	402.0	189.493	186.489	365.0	69041	0.28	4.707	0.667	15316	1.22	18	802	18
1	48767	2016-05-20	2016-05-20	0	NULL	1	15	1.06	0.2	0	3	3237	84.0	4710	89.0	NULL	1080	16	628.0	46.0	65.693	0.65	15	1.16	896.0	255.0	NULL	3.6	635.0	3428	11.063	2113.0	0.33	3495.0	5882	23.667	25.0	268.0	65.693	52.857	261.0	47845	0.65	8.413	2.007	13292	1.0	174	2344	13
1	48768	2016-05-20	2016-05-27	0	1.0	NULL	11	1.17	0.79	0	593	545	66.7	845	30.0	1.0	447	NULL	-37.0	1.0	10.553	0.49	11	1.07	291.0	222.0	NULL	4.5	-54.0	637	0.848	855.0	0.29	1271.0	953	3.373	-31.0	328.0	31.78	33.37	345.0	51901	0.62	1.6	0.133	7108	1.33	15	1320	11
0	48769	2016-05-20	2016-06-14	0	2.0	NULL	5	1.01	0.4	0	2	1	76.7	212	45.0	5.4	678	26	175.0	10.0	358.1	0.03	5	1.01	465.0	267.0	NULL	4.3	192.0	473	1.175	314.0	0.34	376.0	474	4.127	NULL	290.0	149.533	201.422	273.0	6373	0.02	0.533	0.04	708	1.1	22	6743	9
1	48770	2016-05-20	2016-05-20	0	7.0	NULL	16	1.08	0.49	0	158	NULL	56.8	116	34.0	7.0	664	NULL	138.0	27.0	42.96	NULL	16	1.1	325.0	283.0	NULL	4.3	-240.0	56	5.289	195.0	0.58	330.0	105	14.787	2.0	187.0	10.687	31.247	565.0	6054	0.58	3.813	0.727	1821	1.67	139	1752	17
0	48773	2016-05-20	2016-05-20	0	7.0	NULL	10	1.03	0.02	NULL	2	9	95.3	9	67.0	7.4	10	68	NULL	21.0	1.74	NULL	10	NULL	673.0	189.0	NULL	NULL	NULL	NULL	2.999	NULL	NULL	NULL	NULL	3.007	NULL	NULL	NULL	NULL	NULL	3143	NULL	0.013	NULL	174	1.28	32	1597	18
0	48774	2016-05-20	2016-05-25	0	NULL	NULL	2	1.06	1.0	10	584	5	60.0	23	62.0	NULL	71	NULL	166.0	0.0	5.827	NULL	2	1.06	294.0	159.0	NULL	1.8	170.0	NULL	0.398	213.0	0.73	118.0	3	0.487	0.0	128.0	3.9	5.801	124.0	421747	0.66	0.08	0.007	47864	NULL	5	71	17
0	48775	2016-05-20	2016-05-20	0	3.0	NULL	35	1.05	0.47	0	1212	746	86.7	1581	40.0	4.3	3308	2	-149.0	4.0	288.833	NULL	35	1.11	349.0	984.0	NULL	4.7	-96.0	NULL	2.231	1533.0	0.24	1682.0	510	2.04	22.0	498.0	130.54	162.308	445.0	18818	0.46	32.213	7.547	1687	1.27	32	1535	1
1	48776	2016-05-20	2016-05-20	1	NULL	NULL	3	1.05	0.0	0	0	95	33.3	127	21.0	NULL	187	NULL	3.0	88.0	19.353	NULL	3	1.01	172.0	165.0	NULL	0.9	-15.0	2	-0.134	42.0	0.42	70.0	10	-0.133	12.0	169.0	18.533	22.69	187.0	160247	0.11	11.24	2.633	157694	NULL	5	792	17
0	48777	2016-05-20	2016-05-23	1	5.0	NULL	3	1.03	0.33	17	1	1298	85.7	1679	67.0	6.6	617	6	-420.0	22.0	97.847	0.43	3	1.03	648.0	230.0	NULL	4.4	-718.0	793	3.349	1261.0	0.09	1732.0	1188	3.347	5.0	1068.0	56.94	95.934	1366.0	173613	0.43	6.72	1.087	1847	1.0	36	2929	18
0	48778	2016-05-20	2016-05-20	1	NULL	NULL	NULL	1.03	NULL	47	NULL	8056	NULL	11230	NULL	NULL	5685	43	NULL	NULL	846.953	0.05	NULL	1.02	NULL	609.0	NULL	5.4	NULL	5010	NULL	6648.0	0.14	8415.0	6632	NULL	-37.0	770.0	979.227	944.656	747.0	NULL	0.05	16.473	2.847	NULL	NULL	30	NULL	17
1	48780	2016-05-20	2016-05-21	0	1.0	NULL	NULL	1.02	NULL	15	NULL	2916	NULL	3695	NULL	1.0	907	20	NULL	NULL	154.38	0.02	NULL	1.02	NULL	915.0	10.0	0.3	NULL	2916	NULL	1227.0	0.2	1588.0	3691	0.64	-5.0	915.0	154.38	91.417	587.0	NULL	0.02	3.413	0.6	4988	1.0	76	541	16
1	48781	2016-05-20	2016-05-21	0	NULL	NULL	11	1.12	0.33	0	97	179	80.0	384	44.0	NULL	1333	NULL	180.0	17.0	55.78	0.71	11	1.13	513.0	298.0	NULL	4.0	180.0	3377	5.376	2034.0	0.28	3022.0	5029	6.873	23.0	333.0	54.3	50.993	333.0	137524	0.67	0.26	0.08	24528	1.0	230	1711	9
0	48784	2016-05-20	2016-06-10	0	3.0	NULL	17	1.08	0.01	0	4	6909	95.0	9942	71.0	4.6	3956	19	-835.0	12.0	236.647	0.38	17	1.03	832.0	1028.0	NULL	5.5	-565.0	4322	6.525	4640.0	0.2	6563.0	6167	6.7	NULL	1667.0	437.373	292.056	1397.0	27424	0.43	1.067	0.127	65	1.04	292	4962	14
0	48785	2016-05-20	2016-05-20	0	NULL	1	1	1.09	0.0	1	0	1285	84.4	2012	70.0	NULL	2000	NULL	169.0	100.0	96.827	0.7	1	1.18	618.0	452.0	NULL	2.8	149.0	5479	1.602	4743.0	0.4	6955.0	7972	2.553	12.0	449.0	135.027	125.498	470.0	1986	0.7	66.007	14.453	NULL	NULL	58	NULL	17
0	48786	2016-05-20	2016-05-26	0	2.0	NULL	NULL	1.06	NULL	0	NULL	776	64.4	961	33.0	2.0	280	NULL	21.0	9.0	18.973	0.83	NULL	1.14	358.0	238.0	NULL	4.5	21.0	1029	0.345	1029.0	0.24	1577.0	1577	6.28	3.0	337.0	12.267	12.267	337.0	NULL	0.83	0.007	NULL	12206	NULL	8	374	15
0	48787	2016-05-20	2016-05-20	0	1.0	NULL	NULL	1.08	NULL	NULL	NULL	2811	100.0	4102	100.0	1.4	1823	NULL	NULL	48.0	101.52	NULL	NULL	NULL	683.0	595.0	13.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.793	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1.06	0.32	1687	1.0	92	943	15
1	48788	2016-05-20	2016-05-26	0	3.0	NULL	32	1.12	0.02	0	9	474	75.5	1303	50.0	2.3	1536	NULL	235.0	18.0	39.807	0.47	32	1.12	479.0	190.0	NULL	1.8	244.0	2262	8.906	1453.0	0.41	2560.0	3976	13.16	12.0	244.0	81.3	57.85	236.0	7806	0.42	5.64	0.667	4646	1.3	209	1545	13
0	48790	2016-05-20	2016-05-21	0	NULL	NULL	NULL	1.13	0.2	0	17	620	45.5	1072	16.0	NULL	1208	NULL	-53.0	59.0	30.827	0.48	16	1.1	163.0	199.0	13.0	3.9	-118.0	477	0.434	1164.0	0.3	1595.0	575	0.267	-4.0	216.0	16.967	30.198	280.0	4837	0.49	0.12	0.027	766	NULL	96	4168	22
0	48791	2016-05-20	2016-05-20	1	NULL	NULL	NULL	1.07	NULL	30	NULL	8105	NULL	11345	NULL	NULL	6272	NULL	NULL	NULL	347.813	0.47	NULL	1.12	NULL	111.0	12.0	1.9	NULL	2262	NULL	1535.0	0.41	2100.0	3976	1.187	6.0	244.0	81.3	87.191	202.0	NULL	0.47	66.007	14.453	128297	NULL	1	952	17
0	48797	2016-05-20	2016-05-21	0	12.0	NULL	NULL	1.0	NULL	2	NULL	NULL	NULL	NULL	NULL	11.5	NULL	2	NULL	NULL	0.033	0.19	NULL	1.07	NULL	98.0	7.0	1.8	NULL	162	NULL	82.0	0.46	78.0	343	0.187	2.0	65.0	5.627	2.029	61.0	NULL	0.19	3.247	0.6	180	1.0	27	448	20
1	48800	2016-05-20	2016-05-20	1	1.0	NULL	4	1.09	0.01	36	1	473	52.0	1127	16.0	1.0	3027	13	95.0	0.0	165.92	0.59	4	1.11	205.0	383.0	13.0	2.3	-19.0	289	0.637	636.0	0.32	883.0	493	0.567	4.0	110.0	15.247	26.023	224.0	30109	0.57	66.007	14.453	5487	1.17	112	2326	6
0	48801	2016-05-20	2016-05-31	0	NULL	NULL	NULL	1.01	0.9	0	364	1	90.8	15	86.0	NULL	15	NULL	64.0	27.0	14.287	NULL	33	1.01	1309.0	1245.0	12.0	4.8	185.0	1	27.731	277.0	0.13	415.0	15	27.347	NULL	1245.0	14.287	62.089	1124.0	23835	0.14	0.1	0.007	32	NULL	257	9985	17
0	48802	2016-05-20	2016-06-17	0	5.0	NULL	6	1.01	0.5	0	5	1320	72.5	1691	73.0	5.8	1058	NULL	-643.0	19.0	351.827	0.08	6	1.02	691.0	1044.0	13.0	5.3	-347.0	3661	2.098	4590.0	0.14	5885.0	5471	3.0	NULL	1334.0	677.22	1012.686	1037.0	7620	0.06	0.873	0.027	3043	1.03	490	4529	21
0	48805	2016-05-20	2016-05-21	0	2.0	NULL	13	1.02	0.21	NULL	223	11846	85.2	14678	52.0	2.0	6110	8	NULL	11.0	1547.253	NULL	13	NULL	584.0	722.0	13.0	NULL	NULL	NULL	4.489	NULL	NULL	NULL	NULL	7.033	NULL	NULL	NULL	NULL	NULL	23335	NULL	7.267	0.833	740	1.15	392	2642	10
1	48806	2016-05-20	2016-05-20	0	2.0	NULL	1	1.07	1.0	0	1	1083	60.0	1591	27.0	2.0	542	NULL	-13.0	0.0	32.913	0.21	1	1.07	285.0	298.0	13.0	3.8	-24.0	1083	NULL	701.0	0.19	1061.0	1591	0.067	-41.0	298.0	32.913	30.467	309.0	33623	0.26	0.673	0.147	2994	1.0	33	295	21
0	48807	2016-05-20	2016-06-17	0	NULL	NULL	1	1.05	1.0	0	1	180	85.0	333	53.0	NULL	313	NULL	111.0	10.0	29.693	0.25	1	1.04	457.0	288.0	NULL	1.0	144.0	656	1.133	359.0	0.44	495.0	886	3.0	NULL	346.0	54.113	38.877	313.0	488069	0.25	0.22	0.013	58424	1.0	71	341	20
1	48808	2016-05-20	2016-05-20	1	1.0	NULL	NULL	1.07	NULL	13	NULL	1083	NULL	1890	NULL	1.0	596	3	NULL	NULL	26.0	NULL	NULL	1.17	NULL	129.0	12.0	1.9	NULL	NULL	NULL	192.0	0.71	199.0	10	0.4	10.0	188.0	0.273	8.484	145.0	NULL	0.26	8.947	2.14	23687	1.0	42	293	6
1	48810	2016-05-20	2016-05-20	0	NULL	1	NULL	1.07	NULL	0	NULL	439	45.0	1167	11.0	NULL	354	63	60.0	0.0	18.447	0.47	NULL	1.07	163.0	103.0	13.0	2.2	51.0	439	NULL	591.0	0.41	1053.0	1172	0.333	12.0	103.0	18.447	33.38	111.0	NULL	0.48	3.287	0.733	NULL	NULL	26	NULL	19
0	48812	2016-05-20	2016-05-20	0	1.0	NULL	NULL	1.12	NULL	0	NULL	2695	NULL	3808	NULL	3.3	2523	NULL	NULL	NULL	87.627	0.72	NULL	1.11	NULL	328.0	12.0	4.1	NULL	918	NULL	1953.0	0.2	2826.0	1265	NULL	0.0	376.0	69.72	76.221	434.0	NULL	0.67	66.007	14.453	4393	1.0	68	2378	9
1	48814	2016-05-20	2016-05-20	1	NULL	NULL	11	1.03	0.18	1	2	2019	98.0	3153	90.0	NULL	2548	NULL	598.0	11.0	398.1	0.21	11	1.02	1027.0	394.0	12.0	4.9	579.0	658	9.557	2175.0	0.11	3207.0	972	8.94	644.0	429.0	201.413	320.57	448.0	54014	0.19	7.267	1.193	38574	1.33	693	2847	13
1	48815	2016-05-20	2016-05-21	1	NULL	NULL	NULL	1.09	0.67	49	2	595	80.0	803	87.0	NULL	828	NULL	464.0	100.0	36.873	0.6	3	1.06	575.0	245.0	NULL	5.0	413.0	2151	1.251	1975.0	0.18	2993.0	3210	1.853	38.0	111.0	192.513	172.361	162.0	145880	0.59	29.333	5.047	10170	NULL	130	2958	14
0	48816	2016-05-20	2016-05-20	0	2.0	NULL	3	1.06	0.0	0	0	673	95.0	1038	57.0	3.6	644	11	184.0	7.0	47.593	0.31	3	1.06	573.0	537.0	3.0	4.8	199.0	1109	0.88	943.0	0.32	1232.0	1478	0.3	8.0	389.0	46.633	44.44	374.0	42640	0.42	0.28	0.047	189	1.17	501	1162	13
1	48817	2016-05-20	2016-05-20	0	8.0	NULL	8	1.04	0.0	2	3	13	70.0	28	37.0	8.0	31	NULL	281.0	3.0	3.68	NULL	8	1.1	381.0	118.0	NULL	2.1	278.0	66	0.093	128.0	0.39	212.0	245	0.02	1.0	100.0	10.233	8.694	102.0	187638	0.37	11.24	2.633	16682	1.0	3	1996	19
0	48818	2016-05-20	2016-05-20	0	NULL	NULL	2	1.12	0.5	0	1	7172	61.7	11150	23.0	NULL	5767	NULL	133.0	7.0	192.773	0.44	2	1.14	268.0	429.0	NULL	1.9	92.0	86	-0.03	294.0	0.32	431.0	118	0.107	-1.0	135.0	14.867	25.343	177.0	132281	0.41	67.14	14.507	3345	1.0	29	222	7
0	48819	2016-05-20	2016-05-20	0	3.0	NULL	16	1.07	0.97	4	180	5	79.1	69	39.0	2.8	205	NULL	221.0	10.0	14.42	0.43	16	1.06	427.0	80.0	NULL	2.8	220.0	903	0.847	495.0	0.35	717.0	1293	2.88	10.0	206.0	14.54	16.014	207.0	8745	0.41	0.707	0.067	6602	1.25	124	535	19
0	48820	2016-05-20	2016-05-28	0	NULL	NULL	NULL	1.01	0.25	0	3	4	83.3	7	63.0	NULL	13	NULL	-117.0	15.0	8.38	0.37	12	1.06	571.0	1196.0	12.0	3.7	-171.0	3046	4.261	1948.0	0.36	2378.0	3807	4.393	2.0	688.0	163.913	143.737	742.0	82479	0.47	6.627	0.813	1513	NULL	1038	1256	0
0	48821	2016-05-20	2016-05-20	0	1.0	NULL	28	1.07	0.36	43	276	1817	82.2	3207	58.0	2.3	1690	10	-22.0	9.0	101.74	0.71	28	1.1	573.0	489.0	NULL	3.9	136.0	1931	4.595	1968.0	0.36	2851.0	2762	20.453	-18.0	595.0	64.433	133.305	438.0	66454	0.59	36.467	6.96	3207	1.11	107	4957	19
0	48822	2016-05-20	2016-05-20	0	7.0	NULL	9	1.11	0.84	1	248	24	72.0	146	33.0	7.0	291	1	15.0	9.0	10.947	0.78	9	1.11	335.0	180.0	13.0	4.5	50.0	771	3.046	1433.0	0.21	1874.0	1014	5.46	-1.0	320.0	22.453	33.41	286.0	19738	0.78	0.62	0.133	257	1.2	127	1714	7
0	48826	2016-05-20	2016-05-20	0	NULL	NULL	NULL	1.01	NULL	0	NULL	79	90.0	94	49.0	NULL	40	NULL	240.0	0.0	14.92	NULL	NULL	1.04	489.0	352.0	NULL	2.0	57.0	33	NULL	122.0	0.3	186.0	138	NULL	NULL	249.0	39.827	30.973	432.0	NULL	0.01	1.84	0.027	NULL	NULL	131	NULL	12
0	48827	2016-05-20	2016-06-09	0	28.0	NULL	NULL	1.13	NULL	0	NULL	3125	75.0	4513	88.0	29.0	2802	109	440.0	11.0	95.887	0.62	NULL	1.07	693.0	556.0	NULL	1.5	440.0	357	2.195	357.0	0.39	795.0	795	3.893	NULL	253.0	51.833	51.833	253.0	NULL	0.62	4.693	0.393	1497	NULL	254	11264	10
0	48828	2016-05-20	2016-06-19	0	1.0	NULL	6	1.0	0.17	0	1	NULL	86.3	3	56.0	1.0	44	NULL	86.0	16.0	54.627	0.26	6	1.01	684.0	1104.0	NULL	4.5	86.0	861	4.164	861.0	0.36	1250.0	1250	4.433	NULL	598.0	153.373	153.373	598.0	283673	0.26	0.02	NULL	31096	1.0	3	133	23
1	48829	2016-05-20	2016-05-20	0	1.0	NULL	13	1.09	0.8	42	647	14	53.3	13	18.0	1.0	46	18	33.0	10.0	1.367	NULL	13	1.09	221.0	188.0	7.0	3.3	49.0	14	0.883	122.0	0.72	177.0	13	2.68	3.0	188.0	1.367	2.822	172.0	40849	0.73	0.027	NULL	2338	1.1	149	2957	15
0	48830	2016-05-20	2016-05-21	0	NULL	NULL	NULL	1.03	NULL	0	NULL	105	53.3	206	44.0	NULL	36	12	27.0	100.0	3.847	0.14	NULL	1.08	445.0	240.0	13.0	2.8	9.0	156	0.119	556.0	0.23	892.0	607	0.113	9.0	418.0	101.84	74.701	437.0	NULL	0.14	3.413	0.6	832	NULL	77	184	16
1	48832	2016-05-20	2016-05-20	0	6.0	1	2	1.08	0.0	0	0	1110	100.0	1587	49.0	7.2	479	11	199.0	0.0	25.3	0.53	2	1.04	498.0	488.0	12.0	3.9	187.0	1922	0.245	1228.0	0.22	1676.0	2529	0.667	-12.0	299.0	61.94	36.946	311.0	122	0.56	3.92	0.953	122	1.4	150	1308	8
0	48833	2016-05-20	2016-05-21	0	NULL	NULL	NULL	1.07	NULL	0	NULL	4131	NULL	6117	NULL	NULL	2676	NULL	NULL	NULL	126.193	NULL	NULL	1.11	NULL	250.0	12.0	1.9	NULL	8	NULL	893.0	0.32	1261.0	207	0.9	-9.0	20.0	59.06	73.25	103.0	NULL	0.59	32.013	5.567	1005	NULL	1130	141	21
0	48838	2016-05-20	2016-06-06	0	NULL	1	2	1.02	0.0	0	0	11846	80.0	14678	61.0	NULL	6110	10	6.0	40.0	1547.253	NULL	2	1.01	524.0	722.0	NULL	4.5	6.0	NULL	0.621	NULL	0.29	159.0	159	1.22	NULL	518.0	481.12	481.12	518.0	105407	NULL	2.127	0.16	606	NULL	37	87	16
0	48841	2016-05-20	2016-05-22	1	NULL	NULL	NULL	1.09	NULL	12	NULL	2222	80.0	3849	30.0	NULL	1589	NULL	20.0	0.0	78.02	0.46	NULL	1.08	308.0	545.0	NULL	4.0	-107.0	2191	NULL	2602.0	0.24	3692.0	2704	-0.073	28.0	288.0	63.3	130.255	415.0	NULL	0.51	5.787	1.02	28062	NULL	16	147	23
1	48843	2016-05-20	2016-05-24	0	2.0	NULL	29	1.06	0.02	0	43	4350	76.6	6865	35.0	2.0	1635	NULL	-73.0	0.0	119.34	0.4	29	1.03	338.0	295.0	13.0	4.0	-48.0	450	0.869	4180.0	0.12	6131.0	641	5.147	11.0	411.0	53.867	125.973	386.0	44888	0.52	4.087	0.58	6635	1.22	236	1711	11
0	48844	2016-05-20	2016-05-20	0	NULL	NULL	9	1.1	0.01	0	1	2028	75.0	3293	33.0	NULL	1267	NULL	6.0	0.0	57.347	0.15	9	1.02	348.0	198.0	NULL	3.1	172.0	474	1.691	642.0	0.33	1147.0	746	NULL	-2.0	342.0	11.493	13.6	177.0	115361	0.2	0.647	0.147	66524	1.5	36	1791	19
0	48848	2016-05-20	2016-06-19	0	NULL	NULL	NULL	1.04	NULL	0	NULL	5218	82.4	6973	49.0	NULL	2624	NULL	-530.0	13.0	277.26	0.35	NULL	1.04	481.0	200.0	NULL	4.9	-411.0	2780	NULL	2941.0	0.17	4121.0	3937	NULL	NULL	1011.0	219.0	255.282	893.0	NULL	0.4	0.367	0.04	148683	NULL	10	335	23
0	48849	2016-05-20	2016-05-20	0	3.0	NULL	1	1.03	1.0	48	1	2463	100.0	3470	100.0	2.5	1458	22	-344.0	0.0	164.4	0.41	1	1.03	973.0	506.0	13.0	4.8	-314.0	1977	0.757	1743.0	0.27	2406.0	2769	0.753	70.0	1317.0	335.027	285.279	1286.0	468382	0.36	36.467	6.96	7743	1.0	41	149	21
0	48850	2016-05-20	2016-05-20	0	NULL	NULL	NULL	1.05	NULL	NULL	NULL	329	NULL	538	NULL	NULL	517	2	NULL	NULL	47.767	NULL	NULL	NULL	NULL	440.0	12.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.167	NULL	NULL	NULL	NULL	NULL	NULL	NULL	66.007	14.453	2887	1.0	39	327	20
0	48851	2016-05-20	2016-06-09	0	3.0	NULL	31	1.05	0.64	0	529	198	92.5	685	100.0	4.4	1886	55	938.0	22.0	177.347	0.04	31	1.02	1383.0	603.0	3.0	5.3	685.0	170	43.142	901.0	0.29	1224.0	414	84.007	NULL	445.0	100.4	88.435	699.0	23676	0.08	0.153	0.007	488	1.2	411	6418	23
0	48852	2016-05-20	2016-05-25	0	1.0	1	16	1.12	0.03	0	2	2212	89.8	2968	75.0	1.6	1942	8	127.0	12.0	65.12	0.59	16	1.12	805.0	636.0	13.0	5.0	127.0	2578	14.772	2578.0	0.26	4519.0	4519	29.507	0.0	678.0	99.287	99.287	678.0	658	0.59	6.773	0.82	658	1.24	432	1446	15
0	48853	2016-05-20	2016-05-27	0	2.0	2	9	1.05	0.22	25	2	1231	93.3	1725	46.0	3.2	1890	46	72.0	8.0	160.853	0.48	9	1.06	470.0	481.0	13.0	5.3	62.0	2478	1.644	2932.0	0.33	4016.0	3435	1.08	-65.0	398.0	107.413	150.89	407.0	828	0.41	0.36	0.047	825	1.14	107	3564	0
1	48854	2016-05-20	2016-05-20	0	5.0	1	25	1.09	0.02	0	6	34	72.8	262	46.0	5.7	1338	14	211.0	35.0	60.267	0.52	25	1.1	470.0	110.0	NULL	4.0	211.0	318	11.715	318.0	0.42	702.0	702	15.84	-100.0	259.0	136.88	136.88	259.0	1953	0.52	66.007	14.453	1953	1.29	252	639	9
0	48855	2016-05-20	2016-05-21	0	NULL	NULL	NULL	1.05	NULL	0	NULL	1153	NULL	1335	NULL	NULL	380	NULL	NULL	NULL	34.773	NULL	NULL	1.02	NULL	201.0	7.0	3.0	NULL	55	NULL	55.0	0.4	69.0	69	NULL	3.0	131.0	4.693	4.693	131.0	NULL	NULL	0.327	0.06	NULL	NULL	1	NULL	0
1	48857	2016-05-20	2016-05-20	0	2.0	1	51	1.1	0.29	0	193	6229	93.5	9142	76.0	2.3	4018	14	301.0	51.0	170.5	0.15	51	1.03	781.0	600.0	NULL	4.8	227.0	2337	19.395	3478.0	0.17	4755.0	3183	17.827	1.0	480.0	140.933	176.824	554.0	7946	0.29	7.373	1.227	1806	1.46	631	12558	12
0	48858	2016-05-20	2016-05-20	1	1.0	2	16	1.1	0.0	10	2	455	76.7	755	48.0	2.3	1954	18	383.0	95.0	86.66	0.59	16	1.09	451.0	237.0	12.0	2.5	168.0	4203	2.574	2626.0	0.31	3396.0	4917	3.347	6.0	68.0	76.727	41.865	283.0	2117	0.53	2.847	0.653	628	1.18	161	1021	23
0	48859	2016-05-20	2016-05-20	0	NULL	NULL	3	1.0	0.33	0	1	2	64.0	1	28.0	NULL	1	NULL	144.0	6.0	0.72	0.08	3	1.04	368.0	169.0	3.0	3.4	90.0	97	0.223	164.0	0.59	218.0	115	0.567	-6.0	224.0	8.06	9.042	278.0	360577	0.15	0.153	0.033	1357	1.0	19	778	23
0	48860	2016-05-20	2016-05-20	0	NULL	1	1	1.04	1.0	2	1	NULL	92.0	1	59.0	NULL	19	5	351.0	8.0	2.64	NULL	1	1.09	594.0	311.0	NULL	4.0	351.0	19	0.558	19.0	0.3	452.0	452	0.553	NULL	243.0	79.3	79.3	243.0	221951	NULL	32.213	7.547	4981	NULL	82	121	17
0	48861	2016-05-20	2016-05-21	0	1.0	2	8	1.04	0.5	0	4	417	86.7	643	41.0	2.7	393	9	283.0	0.0	38.793	0.32	8	1.09	435.0	588.0	NULL	4.3	70.0	269	2.586	383.0	0.54	618.0	600	3.327	7.0	152.0	16.427	36.083	365.0	78189	0.24	0.327	0.067	156	1.0	629	842	21
0	48862	2016-05-20	2016-05-20	1	2.0	1	13	1.03	0.07	49	2	199	67.1	413	47.0	3.5	38	175	233.0	23.0	6.373	0.29	13	1.03	474.0	241.0	12.0	3.1	319.0	199	0.326	339.0	0.87	490.0	413	0.907	76.0	241.0	6.373	26.123	155.0	3279	0.36	4.54	1.033	10	1.42	155	2840	12
1	48863	2016-05-20	2016-05-21	0	NULL	NULL	1	1.06	0.0	1	0	1087	40.0	1800	23.0	NULL	588	NULL	-229.0	100.0	46.653	0.09	1	1.06	228.0	456.0	12.0	5.2	-329.0	1087	0.177	806.0	0.13	1269.0	1796	1.813	23.0	456.0	46.653	43.46	556.0	61059	0.09	0.473	0.087	18911	2.0	162	177	11
0	48864	2016-05-20	2016-05-20	0	NULL	NULL	2	1.08	0.0	47	0	3975	90.0	5326	100.0	NULL	5283	15	475.0	92.0	315.087	0.65	2	1.06	1075.0	111.0	13.0	4.7	549.0	4008	10.43	2394.0	0.26	3742.0	6298	10.427	28.0	600.0	201.267	124.312	526.0	121400	0.48	66.007	14.453	5243	1.29	63	1334	18
0	48865	2016-05-20	2016-06-16	0	5.0	NULL	5	1.02	0.2	0	1	3	83.3	38	48.0	4.1	197	NULL	156.0	69.0	60.653	0.22	5	1.03	461.0	1279.0	13.0	2.4	212.0	997	6.767	591.0	0.02	813.0	1258	12.153	NULL	305.0	45.873	43.485	249.0	7352	0.21	1.02	0.02	1779	1.17	160	2770	20
0	48867	2016-05-20	2016-05-21	0	2.0	1	41	1.05	0.15	0	280	NULL	85.9	97	41.0	3.6	177	30	141.0	14.0	19.353	0.15	41	1.02	439.0	129.0	13.0	3.1	-5.0	473	6.805	809.0	0.19	1041.0	965	7.767	3.0	298.0	244.12	144.129	444.0	3028	0.05	2.593	0.393	1496	1.18	685	8256	15
1	48869	2016-05-20	2016-05-21	1	4.0	NULL	4	1.08	0.0	3	0	12732	90.9	17901	94.0	12.7	9914	14	347.0	18.0	476.933	0.03	4	1.04	1063.0	400.0	13.0	4.7	522.0	6391	2.211	4847.0	0.25	5979.0	7457	4.493	-12.0	716.0	173.5	240.171	541.0	21119	0.28	18.42	2.893	9438	1.14	324	2857	13
